name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Roma, Lazio, Italia",2024-05-22,22.2,16.1,19.1,22.2,16.1,19.1,13.6,71.1,0,0,0,,0,0,37.8,20.8,208.3,1014.9,49.1,10,264.7,23,10,,2024-05-22T05:43:24,2024-05-22T20:30:42,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-23,23,15.2,19.2,23,15.2,19.2,12.5,67.2,0,0,0,,0,0,34.2,18,195.8,1017.8,36.3,10,344.8,29.8,9,,2024-05-23T05:42:39,2024-05-23T20:31:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-24,24.8,12.8,19,24.8,12.8,19,11,62.3,0,0,0,,0,0,25.6,17.5,316.1,1018.8,23.6,10,319,27.4,9,,2024-05-24T05:41:55,2024-05-24T20:32:31,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-25,22.9,14.7,19,22.9,14.7,19,11.8,63.9,0,0,0,,0,0,36.7,20.6,298.8,1016.6,51.9,10,245.4,21.1,8,,2024-05-25T05:41:13,2024-05-25T20:33:24,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-26,25.7,11.7,19.3,25.7,11.7,19.3,12.1,66,0,0,0,,0,0,27.4,23.6,299.9,1017.2,12.3,10,314.3,27,10,,2024-05-26T05:40:33,2024-05-26T20:34:17,0.6,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-27,26.3,14.8,20.7,26.3,14.8,20.7,13,63.3,0,0,0,,0,0,30.6,17.5,238.5,1017.4,23.9,10,316.2,27.4,9,,2024-05-27T05:39:55,2024-05-27T20:35:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-28,25.1,16.5,20.5,25.1,16.5,20.5,13.6,66.3,0.038,100,4.17,rain,0,0,26.6,18.6,197.3,1015.3,33.7,10,310.7,26.9,9,,2024-05-28T05:39:19,2024-05-28T20:35:58,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-29,24.8,14.9,20.4,24.8,14.9,20.4,15.1,73,0,0,0,,0,0,27.4,18.1,246.7,1013.6,29.9,10,260.2,22.7,8,,2024-05-29T05:38:45,2024-05-29T20:36:47,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-30,24.6,16.8,20.6,24.6,16.8,20.6,14.9,71.2,0.022,100,4.17,rain,0,0,37.4,21.5,187.2,1010,58,10,226.1,19.6,8,,2024-05-30T05:38:13,2024-05-30T20:37:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-31,23.5,17,20.4,23.5,17,20.4,13.7,66.9,0.288,100,8.33,rain,0,0,54,28.2,207.5,1008.5,56.8,9.9,256,22,10,,2024-05-31T05:37:43,2024-05-31T20:38:22,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-01,24.9,14.8,20.1,24.9,14.8,20.1,10.1,56.7,0,0,0,,0,0,35.3,23,189.4,1014,28.8,10,349.5,30.2,10,,2024-06-01T05:37:15,2024-06-01T20:39:08,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,LIRA,16224099999"
"Roma, Lazio, Italia",2024-06-02,21.7,15.7,17.6,21.7,15.7,17.6,13.5,77.1,6.206,100,4.17,rain,0,0,21.2,14.9,73.6,1015.4,62,9.8,142.8,12.5,7,,2024-06-02T05:36:49,2024-06-02T20:39:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-03,23.4,15.2,19.4,23.4,15.2,19.4,13.2,69.7,0.324,100,4.17,rain,0,0,25.6,17.4,248.5,1014.7,44.5,10,325.9,28.3,10,,2024-06-03T05:36:25,2024-06-03T20:40:35,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LIRF,LIRE,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-04,25.8,13.7,19.9,25.8,13.7,19.9,12.1,63.1,0,0,0,,0,0,26.3,19,293.3,1015.1,29.7,10,309.8,26.8,9,,2024-06-04T05:36:03,2024-06-04T20:41:16,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-05,26.1,13.9,21.1,26.1,13.9,21.1,13.2,61.7,0,0,0,,0,0,27.4,20.6,263.6,1016.1,15.3,10,343.3,29.5,9,,2024-06-05T05:35:43,2024-06-05T20:41:56,0.96,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-06,29.2,16.1,23.3,28.5,16.1,23.2,13,55.3,0,0,0,,0,0,26.6,19,310.2,1017.8,13.2,10,333.5,28.8,9,,2024-06-06T05:35:26,2024-06-06T20:42:35,0,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-07,29.2,16.9,23.7,29,16.9,23.6,13.3,53.5,0,0,0,,0,0,27,18.4,269.9,1017.9,24,10,327.8,28.5,9,,2024-06-07T05:35:10,2024-06-07T20:43:12,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-08,32.5,16.2,25,31.6,16.2,24.6,13.7,52.7,0,0,0,,0,0,26.6,17.6,267,1014.9,51.9,10,314.1,27.1,9,,2024-06-08T05:34:56,2024-06-08T20:43:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-09,31.4,19.6,24.7,30.3,19.6,24.6,14.4,54.6,0.157,100,4.17,rain,0,0,51.5,34.1,163.2,1009.8,68,10,243.5,20.9,9,,2024-06-09T05:34:45,2024-06-09T20:44:22,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,LIRA"
"Roma, Lazio, Italia",2024-06-10,25,20.3,22.6,25,20.3,22.6,17.4,73.2,1.806,100,12.5,rain,0,0,41.8,22.5,203.5,1008.7,50.7,9.9,177.6,15.4,6,,2024-06-10T05:34:35,2024-06-10T20:44:54,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,LIRA,16234099999,16224099999"
"Roma, Lazio, Italia",2024-06-11,26.3,18.9,22.3,26.3,18.9,22.3,14.7,64.3,0,0,0,,0,0,40.7,18,202.8,1011.8,49.4,10,232,20.1,8,,2024-06-11T05:34:28,2024-06-11T20:45:25,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,LIRA,16234099999,16224099999"
"Roma, Lazio, Italia",2024-06-12,26,18.3,21.9,26,18.3,21.9,15,66.1,0.653,100,8.33,rain,0,0,37.1,18.7,219.5,1013.1,43.9,10,329.3,28.4,9,,2024-06-12T05:34:22,2024-06-12T20:45:54,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,LIRA,16234099999,16224099999"
"Roma, Lazio, Italia",2024-06-13,24.5,18.6,21,24.5,18.6,21,13.5,63.2,0,0,0,,0,0,44.3,24,217.1,1015.3,39.1,9.9,236.4,20.4,9,,2024-06-13T05:34:19,2024-06-13T20:46:21,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,LIRA,16234099999,16224099999"
"Roma, Lazio, Italia",2024-06-14,26.8,14.1,20.9,26.6,14.1,20.9,11.8,58.7,0,0,0,,0,0,30.6,19.9,282.7,1017.8,8.1,10,341.4,29.4,9,,2024-06-14T05:34:18,2024-06-14T20:46:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-15,27.4,15.3,21.3,26.6,15.3,21.3,11.5,57,0,0,0,,0,0,29.9,17.8,201.8,1014.9,10.8,10,337.8,29.2,9,,2024-06-15T05:34:19,2024-06-15T20:47:10,0.29,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-16,26.8,18.6,22.4,27.6,18.6,22.5,15.7,66.9,0,0,0,,0,0,31.7,23.4,205.1,1013.1,39.4,10,327.3,28.3,10,,2024-06-16T05:34:21,2024-06-16T20:47:32,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-17,29.3,16.7,23.3,29,16.7,23.3,15.3,63.3,0,0,0,,0,0,28.8,16.5,255.2,1016.4,23.9,10,339.5,29.3,9,,2024-06-17T05:34:26,2024-06-17T20:47:52,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-18,32.8,18.7,25.8,32.3,18.7,25.6,14.9,54,0,0,0,,0,0,34.2,17.7,214.8,1017.6,0.1,10,322.4,28,9,,2024-06-18T05:34:33,2024-06-18T20:48:10,0.38,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-19,32,20.9,27,30.2,20.9,26.4,12.7,44.6,0,0,0,,0,0,37.8,19.2,171.4,1017.6,59.3,10,184,16,6,,2024-06-19T05:34:42,2024-06-19T20:48:26,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-20,36.4,22.5,29.5,36.1,22.5,29.1,13.1,38,0,0,0,,0,0,25.9,12.7,339.4,1017.6,42.5,10,242.2,20.8,8,,2024-06-20T05:34:52,2024-06-20T20:48:40,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-21,35.4,25.5,29.7,34.9,25.5,29.8,15.8,44.5,0,0,0,,0,0,37.8,19.9,256.6,1015.2,46.6,9.4,248,21.4,8,,2024-06-21T05:35:05,2024-06-21T20:48:53,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-22,30.1,19.9,24.8,29.3,19.9,24.7,16.2,62.4,0,0,0,,0,0,42.1,24.3,276.2,1012.6,15.8,8.9,332.8,28.9,9,,2024-06-22T05:35:20,2024-06-22T20:49:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-23,24.7,19.5,22,24.7,19.5,22,15.8,69.3,0.19,100,4.17,rain,0,0,43.2,23.2,204.6,1011.1,37.8,10,177.8,15.6,8,,2024-06-23T05:35:36,2024-06-23T20:49:11,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-24,25.8,17,21.2,25.8,17,21.2,15.3,70.2,2.757,100,8.33,rain,0,0,37.4,23.8,147.5,1010.8,57.6,10,237.9,20.8,10,,2024-06-24T05:35:54,2024-06-24T20:49:17,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-25,26.5,17.4,22.2,26.5,17.4,22.2,14.4,63.3,0,0,0,,0,0,31,22.4,208.4,1012.1,34,10,266.2,23.1,10,,2024-06-25T05:36:14,2024-06-25T20:49:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-26,27.9,17.1,22.7,27.9,17.1,22.7,14.9,63.2,0,0,0,,0,0,34.6,21.9,278.5,1011.3,28.7,10,333.4,28.8,9,,2024-06-26T05:36:36,2024-06-26T20:49:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-27,29.6,17.8,23.6,29.2,17.8,23.6,16,64.9,0,0,0,,0,0,34.2,20.7,270.6,1013.1,14.5,10,321.4,27.8,9,,2024-06-27T05:37:00,2024-06-27T20:49:23,0.69,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-28,32.2,18.3,25.7,32,18.3,25.7,16.3,58.8,0,0,0,,0,0,32.4,19.1,283.7,1015.9,1.4,10,316.3,27.2,9,,2024-06-28T05:37:25,2024-06-28T20:49:21,0.75,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-06-29,34.4,20.4,27.7,35.3,20.4,28.1,17,54.1,0,0,0,,0,0,38.5,23.7,208.3,1016.4,10.8,10,279,24.1,8,,2024-06-29T05:37:52,2024-06-29T20:49:17,0.76,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-06-30,31.3,21.9,27.1,32.8,21.9,27.7,17.4,56.4,0,0,0,,0,0,39.6,25.4,200.9,1013.8,15.7,10,330.7,28.5,9,,2024-06-30T05:38:21,2024-06-30T20:49:11,0.8,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-07-01,30.2,20.8,25.2,31.5,20.8,25.6,19.3,71.9,0.038,100,4.17,rain,0,0,39.6,20.4,203.6,1012.4,44.8,9.9,243.1,21,8,,2024-07-01T05:38:51,2024-07-01T20:49:02,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-02,30.3,20.8,25.3,30.7,20.8,25.4,17.5,63.9,0.916,100,8.33,rain,0,0,38.5,24.8,316.4,1007.1,39.4,10,299.8,25.9,9,,2024-07-02T05:39:23,2024-07-02T20:48:52,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-03,24.7,19.3,21.9,24.7,19.3,21.9,18.1,79.5,7.605,100,8.33,rain,0,0,33.8,19.5,187.5,1006.7,47.8,9.8,197,17,10,,2024-07-03T05:39:57,2024-07-03T20:48:39,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-04,28.8,17.7,23.3,29,17.7,23.4,16.2,66.6,0,0,0,,0,0,32.8,20,297.7,1008.8,39.5,10,274,23.7,10,,2024-07-04T05:40:32,2024-07-04T20:48:25,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-05,29.6,19.6,24.8,29.6,19.6,24.9,16.7,62.7,0,0,0,,0,0,34.6,18.6,220.3,1014.9,15.7,10,319.5,27.6,9,,2024-07-05T05:41:08,2024-07-05T20:48:08,0.98,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-06,30.4,19.4,24.9,30.4,19.4,25.1,16.8,62.9,0,0,0,,0,0,36,22,193.4,1014,5.3,9.9,333.8,29,9,,2024-07-06T05:41:46,2024-07-06T20:47:49,0,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-07-07,31.5,21.4,26,30.5,21.4,25.9,16.2,56.9,0.027,100,4.17,rain,0,0,49.3,28.8,165,1012.6,56.6,9.8,257.5,22.1,10,,2024-07-07T05:42:25,2024-07-07T20:47:28,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-07-08,31.9,22.3,26.4,33.4,22.3,27.2,19.6,67.6,0.266,100,12.5,rain,0,0,30.6,19.5,260.6,1014.8,39.5,9.9,299.5,26,10,,2024-07-08T05:43:06,2024-07-08T20:47:05,0.08,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-09,34.6,21.9,28.2,35.1,21.9,28.5,18.2,58.4,0,0,0,,0,0,34.6,20.1,273.4,1014.9,14.7,10,321.5,27.6,9,,2024-07-09T05:43:47,2024-07-09T20:46:39,0.11,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-10,35.3,22.7,29,35.7,22.7,28.8,15,44.8,0,0,0,,0,0,34.6,21.3,270.2,1014.8,5.1,10,320.3,27.8,9,,2024-07-10T05:44:30,2024-07-10T20:46:12,0.14,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-11,36.4,22.6,29.7,36.6,22.6,29.6,16,47.4,0,0,0,,0,0,35.6,18.7,276.9,1014.8,0,10,313.7,27.1,9,,2024-07-11T05:45:15,2024-07-11T20:45:43,0.18,Clear,Clear conditions throughout the day.,clear-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-12,34.1,22.8,28.8,34.2,22.8,28.8,15.5,45.7,0,0,0,,0,0,32.4,16.9,208.2,1013,2.5,10,317.7,27.6,9,,2024-07-12T05:46:00,2024-07-12T20:45:11,0.21,Clear,Clear conditions throughout the day.,clear-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-13,34.5,20.9,27.8,34.4,20.9,27.9,16.1,51.3,0,0,0,,0,0,35.3,21.2,202,1011.4,7.6,10,311.3,26.9,9,,2024-07-13T05:46:47,2024-07-13T20:44:38,0.24,Clear,Clear conditions throughout the day.,clear-day,"LIRF,LIRE,16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-07-14,34.9,20.9,27.7,37,20.9,28.3,18.8,60.9,0,0,0,,0,0,27.7,17.9,254.1,1012.4,15.5,10,312.5,26.8,9,,2024-07-14T05:47:34,2024-07-14T20:44:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"LIRF,LIRE,LIRU,16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-07-15,36.3,21.8,29.3,35.6,21.8,29.1,15.6,46.6,0,0,0,,0,0,31.3,19,282.1,1012.6,12,10,322,27.8,9,,2024-07-15T05:48:23,2024-07-15T20:43:25,0.31,Clear,Clear conditions throughout the day.,clear-day,"LIRF,LIRE,16217099999,16242099999,16239099999,16219099999,AT416,LIRA,16224099999,16234099999"
"Roma, Lazio, Italia",2024-07-16,34.9,21.9,28.7,35.1,21.9,29.1,17.9,55.1,0,0,0,,0,0,37.1,20.2,246.3,1012.9,10.2,10,309.6,26.7,9,,2024-07-16T05:49:12,2024-07-16T20:42:45,0.34,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-17,35.5,21.8,29.3,35.6,21.8,29.2,16.3,48.8,0,0,0,,0,0,36.4,18.5,253.1,1014.3,8.9,10,321,27.6,9,,2024-07-17T05:50:03,2024-07-17T20:42:04,0.37,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-18,34.9,22.4,28.4,35.6,22.4,28.9,18.1,55.8,0,0,0,,0,0,32.4,16.8,235.3,1016,6.3,9.8,318.2,27.5,9,,2024-07-18T05:50:54,2024-07-18T20:41:21,0.4,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-19,35.4,22.4,28.7,35.4,22.4,29,18.4,57.9,0,0,0,,0,0,36,19.5,240.5,1014.6,8.7,9.9,304,26.3,9,,2024-07-19T05:51:47,2024-07-19T20:40:35,0.43,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-07-20,33.5,23.5,28.3,35.7,23.5,29.1,20.3,64.7,0,0,0,,0,0,33.8,18.9,202.2,1010.2,20.2,10,309.9,26.9,9,,2024-07-20T05:52:40,2024-07-20T20:39:48,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,LIRE,16245099999,16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-07-21,33.5,22.5,28.2,34.2,22.5,28.9,18.7,58.4,0,0,0,,0,0,32,22.1,189.5,1009.7,15.1,10,299.5,25.8,9,,2024-07-21T05:53:34,2024-07-21T20:38:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
